plasmid_1	plasmid_2	distance
pVA1626_4	pVA754_4	0.848780487804878
pVA1626_4	pVA754_57	1.0
pVA1626_4	pVA754_5	0.6210739614994933
pVA1626_4	pVA754_9	0.8474164133738602
pVA1626_4	pVA765_0.7	1.0
pVA1626_4	pVA765_1_A	1.0
pVA1626_4	pVA765_1_B	1.0
pVA1626_4	pVA765_275	1.0
pVA1626_4	pVA765_45	1.0
pVA1626_4	pVA765_4_A	0.5680600214362272
pVA1626_4	pVA765_4_B	1.0
pVA1626_4	pVA765_72	1.0
pVA1626_4	pVA765_74	1.0
pVA1626_4	pVA767_225	1.0
pVA1626_4	pVA767_46	1.0
pVA1626_4	pVA767_57	1.0
pVA1626_4	pVA791_17	1.0
pVA1626_4	pVA791_270	1.0
pVA1626_4	pVA791_4	0.5680600214362272
pVA1626_4	pVA791_57	1.0
pVA1626_4	pVA791_75	1.0
pVA1626_57	pVA1626_87	0.8886687521724018
pVA1626_57	pVA1686_122	1.0
pVA1626_57	pVA1686_2	1.0
pVA1626_57	pVA1686_54	0.9318549780793509
pVA1626_57	pVA1686_57	0.0
pVA1626_57	pVA1722_375	0.9948731317344456
pVA1626_57	pVA1722_46	1.0
pVA1626_57	pVA1722_58	0.0
pVA1626_57	pVA1788_21	0.8386977261149446
pVA1626_57	pVA1788_53	0.9253275759380584
pVA1626_57	pVA1788_57	0.8553354188390685
pVA1626_57	pVA1825_122	1.0
pVA1626_57	pVA1825_2	1.0
pVA1626_57	pVA1825_54	0.9318549780793509
pVA1626_57	pVA1825_57	0.0
pVA1626_57	pVA1835_14	1.0
pVA1626_57	pVA1835_189	0.9349496002780674
pVA1626_57	pVA1835_363	0.9948731317344456
pVA1626_57	pVA1835_4	1.0
pVA1626_57	pVA1835_58_A	0.9349148418491484
pVA1626_57	pVA1835_58_B	0.0
pVA1626_57	pVA1835_6	1.0
pVA1626_57	pVA2067_271	0.8298401112269725
pVA1626_57	pVA2067_2	1.0
pVA1626_57	pVA2067_45	1.0
pVA1626_57	pVA2067_4	1.0
pVA1626_57	pVA2464_160	0.9949426485922837
pVA1626_57	pVA2464_46	1.0
pVA1626_57	pVA2464_5	1.0
pVA1626_57	pVA2464_7	1.0
pVA1626_57	pVA2588_5	1.0
pVA1626_57	pVA2588_87	0.8886687521724018
pVA1626_57	pVA2589_21	0.8389308380043545
pVA1626_57	pVA2589_86	0.8005387556482447
pVA1626_57	pVA2589_99	0.8886687521724018
pVA1626_57	pVA2682_199	0.8290580465762948
pVA1626_57	pVA2682_52	0.8741408365364588
pVA1626_57	pVA2682_9	1.0
pVA1626_57	pVA2817_112	0.8479666319082377
pVA1626_57	pVA2817_162	1.0
pVA1626_57	pVA2817_1	1.0
pVA1626_57	pVA2817_210	0.9949426485922837
pVA1626_57	pVA2817_5	1.0
pVA1626_57	pVA2817_6	1.0
pVA1626_57	pVA3495_148	0.9630691692735488
pVA1626_57	pVA3495_29	1.0
pVA1626_57	pVA3495_318	0.9777198470629127
pVA1626_57	pVA3495_43	0.8741380495292204
pVA1626_57	pVA3495_4	1.0
pVA1626_57	pVA418_110	0.7552659019812304
pVA1626_57	pVA418_180	0.9323079596802224
pVA1626_57	pVA418_38	1.0
pVA1626_57	pVA418_56	0.9334363675122576
pVA1626_57	pVA436_0.1	1.0
pVA1626_57	pVA436_1	1.0
pVA1626_57	pVA436_2_A	1.0
pVA1626_57	pVA436_2_B	1.0
pVA1626_57	pVA436_41	1.0
pVA1626_57	pVA436_52	0.0
pVA1626_57	pVA436_54	0.9319095523093995
pVA1626_57	pVA524_189	0.9805700382342718
pVA1626_57	pVA524_199	0.9949600278067431
pVA1626_57	pVA524_46	1.0
pVA1626_57	pVA524_4_A	1.0
pVA1626_57	pVA524_4_B	1.0
pVA1626_57	pVA524_58	0.0
pVA1626_57	pVA524_5	1.0
pVA1626_57	pVA527_214	0.9844108446298228
pVA1626_57	pVA527_3	1.0
pVA1626_57	pVA527_45	1.0
pVA1626_57	pVA527_58	0.0
pVA1626_57	pVA528_281	0.7755822036843935
pVA1626_57	pVA528_2	1.0
pVA1626_57	pVA528_44	0.0
pVA1626_57	pVA528_96	1.0
pVA1626_57	pVA544_3	0.0
pVA1626_57	pVA544_51	0.7991656043573995
pVA1626_57	pVA544_8	0.2538652189307211
pVA1626_57	pVA569_107	0.5281195689954814
pVA1626_57	pVA569_47	0.8215419548808949
pVA1626_57	pVA569_68	1.0
pVA1626_57	pVA585_226	0.9949252693778241
pVA1626_57	pVA585_53	0.08591586196571599
pVA1626_57	pVA605_296	0.7489920055613486
pVA1626_57	pVA605_65	1.0
pVA1626_57	pVA605_91	1.0
pVA1626_57	pVA61_126	1.0
pVA1626_57	pVA61_57	0.0
pVA1626_57	pVA634_102	0.8674313521028849
pVA1626_57	pVA634_25	0.91976283063181
pVA1626_57	pVA634_271	0.8317518248175182
pVA1626_57	pVA634_2	1.0
pVA1626_57	pVA634_3	1.0
pVA1626_57	pVA634_4	1.0
pVA1626_57	pVA634_54	0.9318367866693348
pVA1626_57	pVA634_6	1.0
pVA1626_57	pVA634_75	0.970281543274244
pVA1626_57	pVA692_270	0.7812652068126521
pVA1626_57	pVA692_2	1.0
pVA1626_57	pVA692_45	1.0
pVA1626_57	pVA692_4	1.0
pVA1626_57	pVA754_184	0.877215849843587
pVA1626_57	pVA754_27	1.0
pVA1626_57	pVA754_3	1.0
pVA1626_57	pVA754_4	1.0
pVA1626_57	pVA754_57	0.0
pVA1626_57	pVA754_5	1.0
pVA1626_57	pVA754_9	1.0
pVA1626_57	pVA765_0.7	1.0
pVA1626_57	pVA765_1_A	1.0
pVA1626_57	pVA765_1_B	0.0
pVA1626_57	pVA765_275	0.748974626346889
pVA1626_57	pVA765_45	1.0
pVA1626_57	pVA765_4_A	1.0
pVA1626_57	pVA765_4_B	0.4899360644091878
pVA1626_57	pVA765_72	1.0
pVA1626_57	pVA765_74	1.0
pVA1626_57	pVA767_225	0.9949426485922837
pVA1626_57	pVA767_46	1.0
pVA1626_57	pVA767_57	0.0
pVA1626_57	pVA791_17	0.8157276322576947
pVA1626_57	pVA791_270	0.7812825860271115
pVA1626_57	pVA791_4	1.0
pVA1626_57	pVA791_57	0.0
pVA1626_57	pVA791_75	1.0
pVA1626_87	pVA1686_122	1.0
pVA1626_87	pVA1686_2	1.0
pVA1626_87	pVA1686_54	0.9744956431573011
pVA1626_87	pVA1686_57	0.8886687521724018
pVA1626_87	pVA1722_375	0.9811982953121083
pVA1626_87	pVA1722_46	0.9696280409869803
pVA1626_87	pVA1722_58	0.8898782919617685
pVA1626_87	pVA1788_21	0.8789885611077664
pVA1626_87	pVA1788_53	0.7921195652173914
pVA1626_87	pVA1788_57	0.9338225138121548
pVA1626_87	pVA1825_122	1.0
pVA1626_87	pVA1825_2	1.0
pVA1626_87	pVA1825_54	0.9744956431573011
pVA1626_87	pVA1825_57	0.8886687521724018
pVA1626_87	pVA1835_14	1.0
pVA1626_87	pVA1835_189	0.9906333325736685
pVA1626_87	pVA1835_363	0.9811982953121083
pVA1626_87	pVA1835_4	1.0
pVA1626_87	pVA1835_58_A	0.9807128240109141
pVA1626_87	pVA1835_58_B	0.8898082050399931
pVA1626_87	pVA1835_6	1.0
pVA1626_87	pVA2067_271	0.9228446409444153
pVA1626_87	pVA2067_2	1.0
pVA1626_87	pVA2067_45	0.9688949038226876
pVA1626_87	pVA2067_4	1.0
pVA1626_87	pVA2464_160	0.9812096902846464
pVA1626_87	pVA2464_46	0.9696280409869803
pVA1626_87	pVA2464_5	1.0
pVA1626_87	pVA2464_7	1.0
pVA1626_87	pVA2588_5	1.0
pVA1626_87	pVA2588_87	0.0
pVA1626_87	pVA2589_21	0.8789549265761801
pVA1626_87	pVA2589_86	0.8546865754759667
pVA1626_87	pVA2589_99	0.0
pVA1626_87	pVA2682_199	0.8870758221472687
pVA1626_87	pVA2682_52	0.959877302936777
pVA1626_87	pVA2682_9	1.0
pVA1626_87	pVA2817_112	0.0
pVA1626_87	pVA2817_162	0.9812210852571845
pVA1626_87	pVA2817_1	1.0
pVA1626_87	pVA2817_210	0.9811982953121083
pVA1626_87	pVA2817_5	1.0
pVA1626_87	pVA2817_6	1.0
pVA1626_87	pVA3495_148	0.9751817498119829
pVA1626_87	pVA3495_29	1.0
pVA1626_87	pVA3495_318	0.981266665147337
pVA1626_87	pVA3495_43	0.8727176926072713
pVA1626_87	pVA3495_4	1.0
pVA1626_87	pVA418_110	0.726657398755669
pVA1626_87	pVA418_180	1.0
pVA1626_87	pVA418_38	1.0
pVA1626_87	pVA418_56	0.9750941519221203
pVA1626_87	pVA436_0.1	1.0
pVA1626_87	pVA436_1	1.0
pVA1626_87	pVA436_2_A	1.0
pVA1626_87	pVA436_2_B	1.0
pVA1626_87	pVA436_41	1.0
pVA1626_87	pVA436_52	0.9192883859575842
pVA1626_87	pVA436_54	0.9744956431573011
pVA1626_87	pVA524_189	0.9812210852571845
pVA1626_87	pVA524_199	0.9811869003395702
pVA1626_87	pVA524_46	0.9696280409869803
pVA1626_87	pVA524_4_A	1.0
pVA1626_87	pVA524_4_B	1.0
pVA1626_87	pVA524_58	0.8898025184063855
pVA1626_87	pVA524_5	1.0
pVA1626_87	pVA527_214	0.9508192985254905
pVA1626_87	pVA527_3	1.0
pVA1626_87	pVA527_45	0.9688949038226876
pVA1626_87	pVA527_58	0.8898101004541076
pVA1626_87	pVA528_281	0.9085553453816176
pVA1626_87	pVA528_2	1.0
pVA1626_87	pVA528_44	0.9838611655074617
pVA1626_87	pVA528_96	1.0
pVA1626_87	pVA544_3	1.0
pVA1626_87	pVA544_51	0.8416000309035423
pVA1626_87	pVA544_8	0.9153782603564263
pVA1626_87	pVA569_107	0.8561498666788213
pVA1626_87	pVA569_47	0.8528057523705401
pVA1626_87	pVA569_68	1.0
pVA1626_87	pVA585_226	1.0
pVA1626_87	pVA585_53	0.9222621453701625
pVA1626_87	pVA605_296	0.8997128466920394
pVA1626_87	pVA605_65	0.9748798901853123
pVA1626_87	pVA605_91	0.9840242485015611
pVA1626_87	pVA61_126	1.0
pVA1626_87	pVA61_57	0.8886687521724018
pVA1626_87	pVA634_102	0.0
pVA1626_87	pVA634_25	0.9477919377815424
pVA1626_87	pVA634_271	0.9252831650675721
pVA1626_87	pVA634_2	1.0
pVA1626_87	pVA634_3	1.0
pVA1626_87	pVA634_4	1.0
pVA1626_87	pVA634_54	0.9744956431573011
pVA1626_87	pVA634_6	1.0
pVA1626_87	pVA634_75	0.9489971422523286
pVA1626_87	pVA692_270	0.9178878278903347
pVA1626_87	pVA692_2	1.0
pVA1626_87	pVA692_45	0.9688949038226876
pVA1626_87	pVA692_4	1.0
pVA1626_87	pVA754_184	0.8887394881378335
pVA1626_87	pVA754_27	0.9245763928776565
pVA1626_87	pVA754_3	1.0
pVA1626_87	pVA754_4	1.0
pVA1626_87	pVA754_57	0.8883057555838404
pVA1626_87	pVA754_5	1.0
pVA1626_87	pVA754_9	1.0
pVA1626_87	pVA765_0.7	0.0
pVA1626_87	pVA765_1_A	1.0
pVA1626_87	pVA765_1_B	0.0
pVA1626_87	pVA765_275	0.908498370518927
pVA1626_87	pVA765_45	0.9688949038226876
pVA1626_87	pVA765_4_A	1.0
pVA1626_87	pVA765_4_B	0.4899360644091878
pVA1626_87	pVA765_72	1.0
pVA1626_87	pVA765_74	0.97805102735611
pVA1626_87	pVA767_225	0.9812324802297226
pVA1626_87	pVA767_46	0.9696280409869803
pVA1626_87	pVA767_57	0.8878717333846773
pVA1626_87	pVA791_17	0.9350031524044249
pVA1626_87	pVA791_270	0.9178992228628728
pVA1626_87	pVA791_4	1.0
pVA1626_87	pVA791_57	0.8878717333846773
pVA1626_87	pVA791_75	1.0
pVA1686_122	pVA1686_2	1.0
pVA1686_122	pVA1686_54	0.947335868003129
pVA1686_122	pVA1686_57	1.0
pVA1686_122	pVA1722_375	0.9855278785610855
pVA1686_122	pVA1722_46	1.0
pVA1686_122	pVA1722_58	1.0
pVA1686_122	pVA1788_21	1.0
pVA1686_122	pVA1788_53	0.9429347826086957
pVA1686_122	pVA1788_57	0.9183874309392265
pVA1686_122	pVA1825_122	0.0
pVA1686_122	pVA1825_2	1.0
pVA1686_122	pVA1825_54	0.947335868003129
pVA1686_122	pVA1825_57	1.0
pVA1686_122	pVA1835_14	1.0
pVA1686_122	pVA1835_189	0.7357353204366854
pVA1686_122	pVA1835_363	0.9855278785610855
pVA1686_122	pVA1835_4	1.0
pVA1686_122	pVA1835_58_A	0.9506821282401091
pVA1686_122	pVA1835_58_B	1.0
pVA1686_122	pVA1835_6	1.0
pVA1686_122	pVA2067_271	0.8843206481948489
pVA1686_122	pVA2067_2	1.0
pVA1686_122	pVA2067_45	1.0
pVA1686_122	pVA2067_4	1.0
pVA1686_122	pVA2464_160	0.7578299139319591
pVA1686_122	pVA2464_46	1.0
pVA1686_122	pVA2464_5	1.0
pVA1686_122	pVA2464_7	1.0
pVA1686_122	pVA2588_5	1.0
pVA1686_122	pVA2588_87	1.0
pVA1686_122	pVA2589_21	1.0
pVA1686_122	pVA2589_86	0.951411367512443
pVA1686_122	pVA2589_99	1.0
pVA1686_122	pVA2682_199	0.7626783593381383
pVA1686_122	pVA2682_52	1.0
pVA1686_122	pVA2682_9	1.0
pVA1686_122	pVA2817_112	1.0
pVA1686_122	pVA2817_162	0.9484242552429917
pVA1686_122	pVA2817_1	1.0
pVA1686_122	pVA2817_210	0.7578299139319591
pVA1686_122	pVA2817_5	1.0
pVA1686_122	pVA2817_6	1.0
pVA1686_122	pVA3495_148	0.8898198916421262
pVA1686_122	pVA3495_29	1.0
pVA1686_122	pVA3495_318	0.9801750646730554
pVA1686_122	pVA3495_43	1.0
pVA1686_122	pVA3495_4	1.0
pVA1686_122	pVA418_110	0.9292818381458828
pVA1686_122	pVA418_180	0.7265672030327188
pVA1686_122	pVA418_38	1.0
pVA1686_122	pVA418_56	0.9486250266467704
pVA1686_122	pVA436_0.1	1.0
pVA1686_122	pVA436_1	1.0
pVA1686_122	pVA436_2_A	1.0
pVA1686_122	pVA436_2_B	1.0
pVA1686_122	pVA436_41	1.0
pVA1686_122	pVA436_52	1.0
pVA1686_122	pVA436_54	0.947335868003129
pVA1686_122	pVA524_189	0.9807770528610709
pVA1686_122	pVA524_199	0.7219465369409238
pVA1686_122	pVA524_46	1.0
pVA1686_122	pVA524_4_A	1.0
pVA1686_122	pVA524_4_B	1.0
pVA1686_122	pVA524_58	1.0
pVA1686_122	pVA524_5	1.0
pVA1686_122	pVA527_214	0.7558693848331517
pVA1686_122	pVA527_3	1.0
pVA1686_122	pVA527_45	1.0
pVA1686_122	pVA527_58	1.0
pVA1686_122	pVA528_281	0.9067975855392675
pVA1686_122	pVA528_2	1.0
pVA1686_122	pVA528_44	1.0
pVA1686_122	pVA528_96	0.6918752078483539
pVA1686_122	pVA544_3	1.0
pVA1686_122	pVA544_51	1.0
pVA1686_122	pVA544_8	1.0
pVA1686_122	pVA569_107	0.9505965697240865
pVA1686_122	pVA569_47	1.0
pVA1686_122	pVA569_68	1.0
pVA1686_122	pVA585_226	0.7959422742137546
pVA1686_122	pVA585_53	1.0
pVA1686_122	pVA605_296	0.8843206481948489
pVA1686_122	pVA605_65	0.900663463738275
pVA1686_122	pVA605_91	1.0
pVA1686_122	pVA61_126	0.9357987732456925
pVA1686_122	pVA61_57	1.0
pVA1686_122	pVA634_102	1.0
pVA1686_122	pVA634_25	1.0
pVA1686_122	pVA634_271	0.884377593023445
pVA1686_122	pVA634_2	1.0
pVA1686_122	pVA634_3	1.0
pVA1686_122	pVA634_4	1.0
pVA1686_122	pVA634_54	0.9473904422331775
pVA1686_122	pVA634_6	1.0
pVA1686_122	pVA634_75	1.0
pVA1686_122	pVA692_270	0.9067975855392675
pVA1686_122	pVA692_2	1.0
pVA1686_122	pVA692_45	1.0
pVA1686_122	pVA692_4	1.0
pVA1686_122	pVA754_184	0.7769633763402373
pVA1686_122	pVA754_27	1.0
pVA1686_122	pVA754_3	1.0
pVA1686_122	pVA754_4	1.0
pVA1686_122	pVA754_57	1.0
pVA1686_122	pVA754_5	1.0
pVA1686_122	pVA754_9	1.0
pVA1686_122	pVA765_0.7	1.0
pVA1686_122	pVA765_1_A	1.0
pVA1686_122	pVA765_1_B	1.0
pVA1686_122	pVA765_275	0.9087987895156435
pVA1686_122	pVA765_45	1.0
pVA1686_122	pVA765_4_A	1.0
pVA1686_122	pVA765_4_B	1.0
pVA1686_122	pVA765_72	1.0
pVA1686_122	pVA765_74	1.0
pVA1686_122	pVA767_225	0.760302946488131
pVA1686_122	pVA767_46	1.0
pVA1686_122	pVA767_57	1.0
pVA1686_122	pVA791_17	0.7758353871725798
pVA1686_122	pVA791_270	0.9067975855392675
pVA1686_122	pVA791_4	1.0
pVA1686_122	pVA791_57	1.0
pVA1686_122	pVA791_75	1.0
pVA1686_2	pVA1686_54	1.0
pVA1686_2	pVA1686_57	1.0
pVA1686_2	pVA1722_375	1.0
pVA1686_2	pVA1722_46	1.0
pVA1686_2	pVA1722_58	1.0
pVA1686_2	pVA1788_21	1.0
pVA1686_2	pVA1788_53	1.0
pVA1686_2	pVA1788_57	1.0
pVA1686_2	pVA1825_122	1.0
pVA1686_2	pVA1825_2	0.0
pVA1686_2	pVA1825_54	1.0
pVA1686_2	pVA1825_57	1.0
pVA1686_2	pVA1835_14	1.0
pVA1686_2	pVA1835_189	1.0
pVA1686_2	pVA1835_363	1.0
pVA1686_2	pVA1835_4	0.8681718863801894
pVA1686_2	pVA1835_58_A	1.0
pVA1686_2	pVA1835_58_B	1.0
pVA1686_2	pVA1835_6	1.0
pVA1686_2	pVA2067_271	1.0
pVA1686_2	pVA2067_2	0.7722534081796311
pVA1686_2	pVA2067_45	1.0
pVA1686_2	pVA2067_4	1.0
pVA1686_2	pVA2464_160	1.0
pVA1686_2	pVA2464_46	1.0
pVA1686_2	pVA2464_5	1.0
pVA1686_2	pVA2464_7	0.822286962855062
pVA1686_2	pVA2588_5	0.8182811361981064
pVA1686_2	pVA2588_87	1.0
pVA1686_2	pVA2589_21	1.0
pVA1686_2	pVA2589_86	1.0
pVA1686_2	pVA2589_99	1.0
pVA1686_2	pVA2682_199	1.0
pVA1686_2	pVA2682_52	1.0
pVA1686_2	pVA2682_9	1.0
pVA1686_2	pVA2817_112	1.0
pVA1686_2	pVA2817_162	1.0
pVA1686_2	pVA2817_1	1.0
pVA1686_2	pVA2817_210	1.0
pVA1686_2	pVA2817_5	1.0
pVA1686_2	pVA2817_6	0.8408594319009468
pVA1686_2	pVA3495_148	0.8485069191551348
pVA1686_2	pVA3495_29	1.0
pVA1686_2	pVA3495_318	1.0
pVA1686_2	pVA3495_43	1.0
pVA1686_2	pVA3495_4	1.0
pVA1686_2	pVA418_110	1.0
pVA1686_2	pVA418_180	1.0
pVA1686_2	pVA418_38	0.836489439184268
pVA1686_2	pVA418_56	1.0
pVA1686_2	pVA436_0.1	1.0
pVA1686_2	pVA436_1	0.7211267605633802
pVA1686_2	pVA436_2_A	0.0
pVA1686_2	pVA436_2_B	1.0
pVA1686_2	pVA436_41	1.0
pVA1686_2	pVA436_52	1.0
pVA1686_2	pVA436_54	1.0
pVA1686_2	pVA524_189	1.0
pVA1686_2	pVA524_199	1.0
pVA1686_2	pVA524_46	1.0
pVA1686_2	pVA524_4_A	0.8197378004369993
pVA1686_2	pVA524_4_B	1.0
pVA1686_2	pVA524_58	1.0
pVA1686_2	pVA524_5	1.0
pVA1686_2	pVA527_214	1.0
pVA1686_2	pVA527_3	0.822286962855062
pVA1686_2	pVA527_45	1.0
pVA1686_2	pVA527_58	1.0
pVA1686_2	pVA528_281	1.0
pVA1686_2	pVA528_2	0.7708333333333334
pVA1686_2	pVA528_44	1.0
pVA1686_2	pVA528_96	1.0
pVA1686_2	pVA544_3	1.0
pVA1686_2	pVA544_51	1.0
pVA1686_2	pVA544_8	0.4442825928623453
pVA1686_2	pVA569_107	1.0
pVA1686_2	pVA569_47	1.0
pVA1686_2	pVA569_68	0.8408594319009468
pVA1686_2	pVA585_226	1.0
pVA1686_2	pVA585_53	1.0
pVA1686_2	pVA605_296	1.0
pVA1686_2	pVA605_65	1.0
pVA1686_2	pVA605_91	1.0
pVA1686_2	pVA61_126	1.0
pVA1686_2	pVA61_57	1.0
pVA1686_2	pVA634_102	1.0
pVA1686_2	pVA634_25	1.0
pVA1686_2	pVA634_271	1.0
pVA1686_2	pVA634_2	0.3563805104408353
pVA1686_2	pVA634_3	0.8729060451565914
pVA1686_2	pVA634_4	1.0
pVA1686_2	pVA634_54	1.0
pVA1686_2	pVA634_6	0.8408594319009468
pVA1686_2	pVA634_75	1.0
pVA1686_2	pVA692_270	1.0
pVA1686_2	pVA692_2	0.7722534081796311
pVA1686_2	pVA692_45	1.0
pVA1686_2	pVA692_4	1.0
pVA1686_2	pVA754_184	1.0
pVA1686_2	pVA754_27	1.0
pVA1686_2	pVA754_3	0.822286962855062
pVA1686_2	pVA754_4	0.822286962855062
pVA1686_2	pVA754_57	1.0
pVA1686_2	pVA754_5	0.7836853605243992
pVA1686_2	pVA754_9	0.7884195193008012
pVA1686_2	pVA765_0.7	1.0
pVA1686_2	pVA765_1_A	1.0
pVA1686_2	pVA765_1_B	1.0
pVA1686_2	pVA765_275	1.0
pVA1686_2	pVA765_45	1.0
pVA1686_2	pVA765_4_A	0.74435542607429
pVA1686_2	pVA765_4_B	1.0
pVA1686_2	pVA765_72	1.0
pVA1686_2	pVA765_74	1.0
pVA1686_2	pVA767_225	1.0
pVA1686_2	pVA767_46	1.0
pVA1686_2	pVA767_57	1.0
pVA1686_2	pVA791_17	1.0
pVA1686_2	pVA791_270	1.0
pVA1686_2	pVA791_4	0.74435542607429
pVA1686_2	pVA791_57	1.0
pVA1686_2	pVA791_75	1.0
pVA1686_54	pVA1686_57	0.9318549780793509
pVA1686_54	pVA1722_375	0.9644176020083317
pVA1686_54	pVA1722_46	0.0
pVA1686_54	pVA1722_58	0.9318549780793509
pVA1686_54	pVA1788_21	0.9620247302366508
pVA1686_54	pVA1788_53	0.9496724240619416
pVA1686_54	pVA1788_57	0.9850648523767077
pVA1686_54	pVA1825_122	0.947335868003129
pVA1686_54	pVA1825_2	1.0
pVA1686_54	pVA1825_54	0.0
pVA1686_54	pVA1825_57	0.9318549780793509
pVA1686_54	pVA1835_14	1.0
pVA1686_54	pVA1835_189	0.9850648523767077
pVA1686_54	pVA1835_363	0.9644176020083317
pVA1686_54	pVA1835_4	1.0
pVA1686_54	pVA1835_58_A	0.0023648833021047144
pVA1686_54	pVA1835_58_B	0.9318549780793509
pVA1686_54	pVA1835_6	1.0
pVA1686_54	pVA2067_271	0.9430245038292918
pVA1686_54	pVA2067_2	1.0
pVA1686_54	pVA2067_45	0.003150444833936006
pVA1686_54	pVA2067_4	1.0
pVA1686_54	pVA2464_160	0.8853031598479199
pVA1686_54	pVA2464_46	0.0
pVA1686_54	pVA2464_5	1.0
pVA1686_54	pVA2464_7	1.0
pVA1686_54	pVA2588_5	1.0
pVA1686_54	pVA2588_87	0.9744956431573011
pVA1686_54	pVA2589_21	0.9620141751980359
pVA1686_54	pVA2589_86	0.9507012788561241
pVA1686_54	pVA2589_99	0.8579068963635371
pVA1686_54	pVA2682_199	0.837732622655582
pVA1686_54	pVA2682_52	0.05496752693465623
pVA1686_54	pVA2682_9	1.0
pVA1686_54	pVA2817_112	0.974477451747285
pVA1686_54	pVA2817_162	0.8466464135635153
pVA1686_54	pVA2817_1	1.0
pVA1686_54	pVA2817_210	0.8853395426679522
pVA1686_54	pVA2817_5	1.0
pVA1686_54	pVA2817_6	1.0
pVA1686_54	pVA3495_148	0.9645267504684288
pVA1686_54	pVA3495_29	1.0
pVA1686_54	pVA3495_318	0.963216968947263
pVA1686_54	pVA3495_43	0.9679045153604728
pVA1686_54	pVA3495_4	1.0
pVA1686_54	pVA418_110	0.9850466609666916
pVA1686_54	pVA418_180	0.8353859307634934
pVA1686_54	pVA418_38	1.0
pVA1686_54	pVA418_56	0.0
pVA1686_54	pVA436_0.1	1.0
pVA1686_54	pVA436_1	1.0
pVA1686_54	pVA436_2_A	1.0
pVA1686_54	pVA436_2_B	1.0
pVA1686_54	pVA436_41	1.0
pVA1686_54	pVA436_52	0.928914541760808
pVA1686_54	pVA436_54	0.0023830747121209583
pVA1686_54	pVA524_189	0.9630896290771498
pVA1686_54	pVA524_199	0.8745884193483837
pVA1686_54	pVA524_46	0.0
pVA1686_54	pVA524_4_A	1.0
pVA1686_54	pVA524_4_B	1.0
pVA1686_54	pVA524_58	0.9318549780793509
pVA1686_54	pVA524_5	1.0
pVA1686_54	pVA527_214	0.8825380655254589
pVA1686_54	pVA527_3	1.0
pVA1686_54	pVA527_45	0.0
pVA1686_54	pVA527_58	0.9318549780793509
pVA1686_54	pVA528_281	0.8748612904986266
pVA1686_54	pVA528_2	1.0
pVA1686_54	pVA528_44	0.9157269228172058
pVA1686_54	pVA528_96	0.9220498080806243
pVA1686_54	pVA544_3	1.0
pVA1686_54	pVA544_51	0.9198825665391895
pVA1686_54	pVA544_8	0.5781895432550455
pVA1686_54	pVA569_107	0.9574866747921631
pVA1686_54	pVA569_47	0.9127893530685617
pVA1686_54	pVA569_68	1.0
pVA1686_54	pVA585_226	1.0
pVA1686_54	pVA585_53	0.9299348753649226
pVA1686_54	pVA605_296	0.8748430990886104
pVA1686_54	pVA605_65	0.9632351603572793
pVA1686_54	pVA605_91	0.16017536519255604
pVA1686_54	pVA61_126	1.0
pVA1686_54	pVA61_57	0.9318549780793509
pVA1686_54	pVA634_102	0.952702333957905
pVA1686_54	pVA634_25	1.0
pVA1686_54	pVA634_271	0.9387677138855033
pVA1686_54	pVA634_2	1.0
pVA1686_54	pVA634_3	1.0
pVA1686_54	pVA634_4	1.0
pVA1686_54	pVA634_54	0.0
pVA1686_54	pVA634_6	1.0
pVA1686_54	pVA634_75	0.9894489821906096
pVA1686_54	pVA692_270	0.8897782467119026
pVA1686_54	pVA692_2	1.0
pVA1686_54	pVA692_45	0.003150444833936006
pVA1686_54	pVA692_4	1.0
pVA1686_54	pVA754_184	0.8851758199778065
pVA1686_54	pVA754_27	0.883759333716255
pVA1686_54	pVA754_3	1.0
pVA1686_54	pVA754_4	1.0
pVA1686_54	pVA754_57	0.9318549780793509
pVA1686_54	pVA754_5	1.0
pVA1686_54	pVA754_9	1.0
pVA1686_54	pVA765_0.7	0.0
pVA1686_54	pVA765_1_A	1.0
pVA1686_54	pVA765_1_B	1.0
pVA1686_54	pVA765_275	0.8748612904986266
pVA1686_54	pVA765_45	0.0
pVA1686_54	pVA765_4_A	1.0
pVA1686_54	pVA765_4_B	1.0
pVA1686_54	pVA765_72	1.0
pVA1686_54	pVA765_74	0.9849557039166106
pVA1686_54	pVA767_225	0.9632351603572793
pVA1686_54	pVA767_46	0.0
pVA1686_54	pVA767_57	0.9318549780793509
pVA1686_54	pVA791_17	1.0
pVA1686_54	pVA791_270	0.8897782467119026
pVA1686_54	pVA791_4	1.0
pVA1686_54	pVA791_57	0.9318549780793509
pVA1686_54	pVA791_75	1.0
pVA1686_57	pVA1722_375	0.9948731317344456
pVA1686_57	pVA1722_46	1.0
pVA1686_57	pVA1722_58	0.0
pVA1686_57	pVA1788_21	0.8386977261149446
pVA1686_57	pVA1788_53	0.9253275759380584
pVA1686_57	pVA1788_57	0.8553354188390685
pVA1686_57	pVA1825_122	1.0
pVA1686_57	pVA1825_2	1.0
pVA1686_57	pVA1825_54	0.9318549780793509
pVA1686_57	pVA1825_57	0.0
pVA1686_57	pVA1835_14	1.0
pVA1686_57	pVA1835_189	0.9349496002780674
pVA1686_57	pVA1835_363	0.9948731317344456
pVA1686_57	pVA1835_4	1.0
